Score,Episodes
6.55,3.0
6.36,3.0
7.34,11.0
7.04,1.0
7.84,1.0
6.93,1.0
6.71,1.0
7.42,1.0
6.76,1.0
6.04,1.0
5.49,1.0
5.87,1.0
6.99,47.0
6.76,1.0
7.09,1.0
7.2,49.0
5.36,1.0
6.79,4.0
6.03,12.0
5.42,1.0
6.01,2.0
5.69,4.0
5.84,1.0
7.13,12.0
7.05,12.0
8.04,1.0
7.03,6.0
7.59,50.0
5.78,28.0
5.19,1.0
7.06,3.0
6.57,4.0
6.92,9.0
6.86,3.0
5.94,10.0
6.75,12.0
6.67,4.0
6.54,1.0
6.19,2.0
7.65,1.0
6.85,13.0
6.42,3.0
7.18,13.0
4.13,2.0
7.08,1.0
6.96,1.0
7.07,1.0
7.37,26.0
5.7,1.0
8.05,51.0
6.53,22.0
6.09,1.0
6.45,1.0
5.99,1.0
6.51,4.0
6.3,2.0
5.15,1.0
7.14,1.0
6.01,1.0
7.55,74.0
6.17,56.0
6.46,13.0
5.58,1.0
6.03,1.0
5.96,12.0
5.51,3.0
3.83,1.0
6.12,1.0
4.59,1.0
6.69,1.0
6.47,4.0
6.36,1.0
7.04,1.0
8.63,27.0
7.52,26.0
5.22,1.0
7.97,25.0
6.89,1.0
5.63,2.0
6.17,1.0
7.15,1.0
6.45,1.0
7.03,20.0
7.56,49.0
7.37,1.0
7.38,26.0
5.9,1.0
6.72,1.0
6.74,1.0
6.13,1.0
5.94,1.0
7.2,1.0
5.99,2.0
4.78,1.0
5.91,4.0
5.77,24.0
8.06,25.0
7.52,52.0
6.09,4.0
6.23,4.0
6.67,1.0
7.22,26.0
6.48,13.0
6.59,13.0
5.95,1.0
8.03,24.0
7.81,12.0
7.35,43.0
7.53,61.0
7.13,38.0
7.28,48.0
7.31,47.0
6.73,51.0
6.58,1.0
7.19,73.0
7.32,52.0
6.21,1.0
6.35,1.0
6.29,1.0
7.12,12.0
6.03,2.0
6.59,2.0
6.19,5.0
6.27,3.0
5.45,1.0
4.85,1.0
6.61,1.0
5.36,1.0
4.81,1.0
5.29,1.0
6.41,6.0
6.39,1.0
6.33,1.0
6.3,1.0
6.17,1.0
6.13,3.0
5.64,2.0
5.87,4.0
6.44,1.0
6.15,3.0
5.64,1.0
5.47,2.0
6.32,1.0
5.74,4.0
7.24,6.0
6.6,30.0
6.35,51.0
7.94,148.0
7.05,1.0
5.38,2.0
5.8,4.0
5.63,1.0
5.64,1.0
5.29,2.0
6.16,2.0
7.35,38.0
6.27,3.0
6.53,3.0
7.19,26.0
4.3,1.0
6.51,35.0
6.67,6.0
5.36,1.0
5.67,1.0
5.13,1.0
5.51,1.0
5.89,3.0
5.4,1.0
6.63,2.0
7.37,1.0
6.23,1.0
6.23,1.0
5.24,1.0
6.06,2.0
6.13,1.0
7.67,26.0
6.51,26.0
6.53,26.0
7.32,1.0
7.14,51.0
7.05,51.0
7.04,25.0
7.18,1.0
7.53,26.0
7.18,38.0
6.35,6.0
7.34,128.0
7.15,13.0
6.84,1.0
6.73,1.0
6.65,1.0
6.81,1.0
6.81,1.0
7.07,1.0
7.02,2.0
7.21,2.0
7.27,4.0
6.36,38.0
6.64,50.0
7.29,13.0
6.98,25.0
6.65,2.0
7.02,1.0
6.23,1.0
6.25,3.0
7.12,2.0
6.85,1.0
5.98,2.0
6.26,4.0
5.83,2.0
6.32,2.0
7.03,1.0
6.38,51.0
7.75,3.0
6.92,1.0
5.8,2.0
4.54,1.0
5.25,1.0
6.15,4.0
8.21,78.0
7.15,52.0
7.2,26.0
6.3,13.0
7.95,1.0
6.16,13.0
6.43,52.0
6.87,13.0
7.88,24.0
7.89,25.0
6.6,13.0
6.28,25.0
5.89,3.0
8.04,26.0
6.85,100.0
6.75,12.0
8.0,23.0
6.26,6.0
5.25,3.0
7.04,2.0
7.43,1.0
6.77,1.0
5.88,1.0
7.56,1.0
7.68,1.0
6.95,1.0
6.72,1.0
6.04,2.0
6.42,5.0
4.66,1.0
7.24,1.0
5.84,2.0
5.74,2.0
5.3,2.0
5.8,2.0
6.39,2.0
6.03,6.0
5.16,3.0
6.04,3.0
7.17,9.0
6.24,2.0
5.8,2.0
6.29,1.0
7.5,2.0
7.09,1.0
7.16,23.0
6.78,1.0
7.49,1.0
7.37,22.0
7.35,26.0
6.75,1.0
6.9,1.0
6.32,1.0
5.57,2.0
5.6,3.0
6.25,1.0
6.46,1.0
6.64,1.0
7.58,61.0
7.53,17.0
6.79,26.0
7.37,12.0
6.7,1.0
5.46,1.0
4.92,1.0
5.47,1.0
6.78,42.0
7.18,243.0
6.89,52.0
6.72,19.0
7.37,52.0
6.12,23.0
7.48,21.0
7.35,47.0
7.57,46.0
7.01,50.0
6.64,37.0
4.95,12.0
6.2,26.0
6.06,30.0
6.72,1.0
8.11,1.0
6.46,1.0
7.46,3.0
4.78,2.0
4.51,2.0
6.72,39.0
5.79,12.0
6.5,12.0
8.43,12.0
6.86,1.0
5.41,1.0
4.11,1.0
8.37,13.0
6.49,39.0
7.26,92.0
7.12,50.0
6.69,38.0
6.18,1.0
7.41,75.0
5.27,1.0
6.75,51.0
6.07,5.0
5.99,3.0
5.09,1.0
6.87,2.0
7.01,1.0
5.99,2.0
6.32,1.0
7.27,3.0
6.5,1.0
7.78,1.0
6.84,1.0
6.34,3.0
6.31,3.0
6.27,24.0
5.53,1.0
6.9,1.0
6.37,61.0
6.41,39.0
6.41,26.0
7.15,49.0
6.51,39.0
6.32,40.0
7.19,1.0
6.0,26.0
6.58,26.0
6.68,1.0
6.44,1.0
6.17,3.0
6.02,6.0
6.19,1.0
7.23,4.0
7.0,1.0
6.54,1.0
6.93,1.0
5.93,1.0
6.21,3.0
6.12,3.0
5.91,2.0
5.78,6.0
6.21,2.0
6.11,2.0
5.68,13.0
6.14,1.0
4.8,2.0
5.13,1.0
6.35,1.0
7.68,1.0
6.04,1.0
5.21,1.0
6.56,52.0
5.05,2.0
3.75,1.0
6.37,1.0
7.78,7.0
5.95,3.0
6.32,3.0
6.36,3.0
5.35,1.0
5.71,3.0
5.93,3.0
5.99,2.0
7.35,26.0
7.07,26.0
6.12,1.0
7.09,52.0
6.45,1.0
7.14,52.0
7.28,1.0
7.31,26.0
5.1,6.0
5.01,4.0
5.45,5.0
6.04,3.0
5.58,2.0
5.63,4.0
5.31,3.0
5.22,1.0
5.6,1.0
5.37,3.0
5.07,2.0
5.26,3.0
5.31,2.0
6.59,6.0
6.48,2.0
7.16,1.0
7.03,1.0
6.48,1.0
6.09,5.0
6.08,1.0
5.84,1.0
7.24,51.0
4.72,13.0
6.87,16.0
5.44,12.0
5.43,1.0
6.29,25.0
6.39,12.0
5.64,3.0
7.01,24.0
5.94,2.0
6.08,3.0
7.1,6.0
5.47,4.0
5.54,3.0
5.78,4.0
5.72,2.0
6.3,6.0
6.06,3.0
5.33,2.0
5.54,2.0
5.36,26.0
7.2,13.0
5.32,1.0
7.13,1.0
7.1,1.0
6.52,1.0
5.3,1.0
6.93,105.0
6.89,100.0
5.35,52.0
7.53,1.0
7.32,1.0
6.4,3.0
5.41,2.0
6.74,4.0
7.78,1.0
7.26,1.0
6.55,1.0
7.25,45.0
8.29,79.0
6.71,12.0
6.83,11.0
7.5,36.0
7.21,1.0
7.24,1.0
7.43,26.0
6.52,3.0
6.63,2.0
5.69,2.0
6.57,2.0
6.13,2.0
6.98,25.0
7.13,39.0
6.52,1.0
8.26,1.0
6.4,1.0
6.52,2.0
6.01,1.0
6.09,1.0
6.03,1.0
7.46,3.0
7.14,1.0
6.19,1.0
7.05,1.0
6.0,2.0
6.16,3.0
6.81,6.0
6.95,3.0
5.82,3.0
5.86,2.0
5.85,2.0
5.96,3.0
6.75,2.0
5.57,2.0
5.79,2.0
6.53,2.0
6.3,2.0
5.42,5.0
5.62,2.0
6.23,2.0
6.98,4.0
5.89,2.0
7.99,1.0
8.07,1.0
7.85,1.0
7.66,31.0
7.08,1.0
5.55,3.0
7.62,1.0
5.33,2.0
6.35,1.0
6.55,6.0
7.36,8.0
6.84,1.0
7.14,1.0
5.89,1.0
5.24,2.0
7.24,12.0
6.22,5.0
5.83,4.0
6.05,1.0
6.58,36.0
6.06,1.0
5.69,3.0
6.91,1.0
7.8,1787.0
7.29,1.0
6.11,2.0
6.32,3.0
4.29,6.0
5.53,12.0
5.26,1.0
4.84,1.0
5.42,1.0
5.85,2.0
7.24,38.0
6.28,4.0
7.11,13.0
7.18,39.0
7.28,1.0
7.27,52.0
6.99,1.0
6.61,1.0
6.56,1.0
6.55,1.0
6.66,12.0
6.43,13.0
6.61,8.0
7.54,1.0
7.64,1.0
7.19,3.0
6.66,26.0
6.52,42.0
6.61,3.0
5.88,1.0
6.28,2.0
7.75,12.0
6.59,26.0
6.62,1.0
7.32,1.0
7.18,1.0
7.49,1.0
7.22,1.0
6.14,6.0
6.99,1.0
7.14,12.0
6.7,2.0
5.37,13.0
5.84,2.0
6.12,12.0
5.3,3.0
5.58,4.0
6.04,1.0
5.74,2.0
5.34,2.0
5.44,1.0
5.8,7.0
6.57,2.0
5.76,2.0
6.25,4.0
6.27,3.0
6.01,3.0
5.73,2.0
5.92,8.0
5.2,2.0
6.61,2.0
5.71,2.0
5.3,2.0
7.16,45.0
7.09,52.0
7.28,50.0
6.16,26.0
6.72,48.0
7.67,46.0
7.38,48.0
7.53,53.0
6.3,1.0
5.06,2.0
6.21,13.0
7.35,52.0
6.95,51.0
7.29,43.0
6.8,52.0
7.61,40.0
7.55,40.0
8.32,33.0
6.42,1.0
7.14,52.0
7.51,22.0
8.0,1.0
6.4,12.0
6.55,26.0
6.06,24.0
6.25,52.0
6.43,52.0
7.01,52.0
7.03,26.0
6.53,52.0
6.41,24.0
7.1,50.0
6.19,52.0
6.19,26.0
6.74,52.0
7.27,49.0
6.71,52.0
6.82,26.0
6.61,1.0
8.11,25.0
7.7,52.0
7.08,1.0
6.68,1.0
7.2,1.0
6.87,5.0
5.69,1.0
7.09,1.0
6.32,2.0
5.35,1.0
5.09,1.0
7.57,1.0
7.62,1.0
6.87,13.0
7.41,22.0
7.25,1.0
6.81,54.0
5.56,1.0
5.64,1.0
6.26,1.0
7.12,13.0
6.57,12.0
7.0,26.0
7.86,12.0
6.54,1.0
6.0,1.0
7.47,26.0
6.18,13.0
5.47,4.0
6.72,2.0
6.73,130.0
6.32,24.0
6.56,1.0
6.62,1.0
5.73,3.0
6.36,2.0
7.94,26.0
6.55,26.0
6.69,26.0
5.87,1.0
5.41,1.0
7.81,1.0
7.0,26.0
6.73,1.0
6.35,1.0
6.11,1.0
6.48,1.0
6.82,1.0
6.18,1.0
6.44,1.0
6.38,1.0
6.99,1.0
5.96,1.0
5.95,1.0
5.75,1.0
6.41,1.0
6.6,1.0
6.42,1.0
7.23,1.0
7.24,1.0
6.39,1.0
6.87,1.0
7.03,1.0
6.45,1.0
7.2,1.0
7.18,1.0
7.34,1.0
6.94,1.0
7.05,1.0
7.09,1.0
7.14,1.0
7.14,1.0
6.91,1.0
7.21,1.0
7.57,1.0
7.12,1.0
6.98,1.0
6.99,1.0
7.03,1.0
7.27,1.0
7.06,1.0
7.14,1.0
7.56,1.0
6.98,1.0
7.21,1.0
7.37,1.0
7.1,1.0
6.83,1.0
6.09,6.0
6.41,4.0
6.68,1.0
7.2,12.0
6.79,13.0
8.27,3.0
6.47,96.0
6.54,39.0
6.59,31.0
5.7,1.0
6.0,1.0
6.77,3.0
5.96,3.0
7.06,25.0
6.65,1.0
6.57,2.0
6.21,12.0
6.34,1.0
6.22,13.0
5.97,13.0
6.3807386399847035,104.0
6.42,18.0
6.62,22.0
6.62,26.0
6.9,51.0
7.12,51.0
6.65,97.0
6.3807386399847035,26.0
6.72,51.0
6.25,1.0
5.31,1.0
6.79,26.0
6.08,2.0
6.74,1.0
6.86,32.0
6.69,24.0
6.42,27.0
5.19,25.0
5.54,2.0
6.82,1.0
6.12,24.0
7.71,2.0
6.74,1.0
6.4,2.0
5.71,18.0
6.74,1.0
6.45,1.0
4.77,2.0
5.82,6.0
6.49,53.0
6.29,3.0
7.07,1.0
6.3807386399847035,52.0
7.16,74.0
4.76,2.0
6.34,26.0
5.73,3.0
6.73,25.0
6.88,25.0
6.3807386399847035,26.0
7.37,4.0
7.28,12.0
7.1,3.0
6.91,1.0
7.08,193.0
7.21,65.0
7.38,40.0
6.3807386399847035,1.0
6.88,1.0
7.88,6.0
7.71,1.0
5.81,3.0
5.43,1.0
7.18,1.0
7.32,39.0
7.28,52.0
8.0,1.0
5.99,1.0
7.89,1.0
7.81,24.0
5.11,1.0
6.62,52.0
5.46,1.0
7.44,1.0
6.23,25.0
6.12,1.0
6.58,39.0
6.82,26.0
5.78,5.0
3.07,1.0
3.32,1.0
3.56,2.0
5.32,2.0
5.44,1.0
5.89,13.0
5.62,2.0
6.7,26.0
6.67,1.0
5.32,2.0
6.57,51.0
7.56,24.0
5.64,3.0
6.29,52.0
5.22,1.0
6.16,1.0
3.21,1.0
6.62,1.0
5.76,3.0
6.6,25.0
5.19,1.0
6.88,3.0
7.26,2.0
7.05,47.0
7.56,115.0
6.52,1.0
6.69,1.0
7.15,46.0
6.79,50.0
7.09,39.0
7.18,170.0
7.17,1.0
6.11,26.0
7.07,39.0
6.57,1.0
7.35,52.0
6.61,52.0
6.98,52.0
7.23,44.0
7.32,26.0
7.28,41.0
6.93,43.0
7.42,39.0
5.21,2.0
5.76,52.0
6.22,45.0
5.92,50.0
7.2,52.0
6.65,52.0
6.22,45.0
7.84,51.0
7.89,23.0
5.81,1.0
6.53,1.0
6.7,15.0
5.73,1.0
7.33,51.0
7.21,49.0
6.62,78.0
5.86,2.0
5.61,3.0
5.35,2.0
6.02,1.0
6.63,2.0
6.48,1.0
7.29,1.0
7.5,1.0
6.05,1.0
6.82,4.0
6.14,2.0
6.03,2.0
6.18,2.0
5.09,2.0
5.73,3.0
5.18,2.0
6.78,4.0
6.91,2.0
6.14,1.0
6.05,1.0
6.33,1.0
6.22,2.0
5.56,3.0
6.76,2.0
5.43,1.0
6.17,2.0
5.13,1.0
6.26,3.0
6.11,26.0
6.44,1.0
6.55,1.0
6.31,23.0
7.42,1.0
7.92,1.0
6.88,1.0
6.1,52.0
5.29,2.0
6.07,1.0
6.35,3.0
5.09,1.0
7.14,1.0
7.06,1.0
7.4,34.0
8.91,25.0
6.61,6.0
5.8,1.0
7.14,66.0
5.78,7.0
6.47,6.0
7.08,63.0
7.18,40.0
6.39,1.0
7.22,47.0
6.08,3.0
7.08,1.0
8.71,47.0
7.24,1.0
7.4,51.0
7.89,12.0
7.12,13.0
7.28,24.0
6.67,1.0
7.26,14.0
6.3807386399847035,12.0
7.05,24.0
7.17,50.0
6.43,51.0
6.01,2.0
5.33,2.0
7.07,1.0
6.98,51.0
5.21,1.0
7.38,13.0
6.17,3.0
5.22,2.0
6.12,2.0
5.55,2.0
7.15,1.0
7.16,1.0
7.06,1.0
8.08,1.0
7.91,1.0
6.45,1.0
7.26,5.0
6.43,2.0
5.69,2.0
5.74,2.0
5.97,2.0
5.34,2.0
6.5,2.0
7.59,1.0
7.1,2.0
7.65,13.0
6.68,13.0
6.67,25.0
8.22,13.0
4.95,12.0
7.32,1.0
6.66,13.0
7.41,5.0
4.5,1.0
6.41,1.0
4.76,1.0
5.22,3.0
7.36,13.0
5.28,2.0
6.92,50.0
4.75,1.0
6.43,2.0
5.14,1.0
7.59,25.0
7.31,26.0
7.43,46.0
6.51,5.0
5.98,2.0
4.2,1.0
5.17,1.0
6.75,13.0
7.7,2.0
6.93,1.0
7.0,1.0
6.94,1.0
7.19,23.0
7.56,11.0
8.27,26.0
6.43,1.0
6.19,2.0
6.5,1.0
7.33,330.0
6.12,1.0
6.65,108.0
7.31,105.0
7.22,52.0
6.3,2.0
6.93,68.0
7.88,1.0
6.26,1.0
8.08,1.0
6.78,1.0
6.63,50.0
7.06,47.0
6.54,45.0
6.65,119.0
6.73,52.0
5.5,2.0
5.07,2.0
7.09,1.0
6.31,3.0
6.83,1.0
6.95,1.0
7.05,1.0
5.7,2.0
6.3,35.0
7.42,50.0
6.6,1.0
6.11,1.0
5.8,2.0
5.4,1.0
6.86,1.0
7.14,52.0
5.63,2.0
6.23,2.0
6.36,2.0
7.27,1.0
6.85,23.0
6.51,39.0
5.85,2.0
6.47,6.0
6.37,3.0
7.03,43.0
5.96,4.0
6.25,7.0
6.16,2.0
5.38,2.0
4.03,5.0
6.38,3.0
5.29,1.0
7.08,1.0
6.59,1.0
5.27,1.0
6.67,1.0
6.84,1.0
6.3807386399847035,52.0
5.98,5.0
6.26,52.0
7.38,3.0
6.76,103.0
5.84,3.0
6.95,38.0
6.03,1.0
6.73,58.0
5.36,1.0
6.58,3.0
6.81,3.0
7.15,1.0
7.15,2.0
7.27,1.0
7.57,2.0
8.21,13.0
7.5,12.0
5.2,1.0
5.3,1.0
5.69,2.0
6.97,53.0
6.33,26.0
6.22,1.0
6.47,51.0
7.14,2.0
5.58,26.0
5.94,1.0
6.07,2.0
5.84,2.0
5.89,4.0
7.01,52.0
7.07,1.0
4.49,6.0
4.5,2.0
6.66,52.0
6.07,1.0
6.92,25.0
5.91,1.0
7.03,3.0
7.13,34.0
5.62,1.0
6.83,49.0
6.75,94.0
6.38,47.0
6.2,26.0
6.18,1.0
7.11,46.0
7.14,109.0
7.01,1.0
5.45,1.0
6.26,13.0
6.11,1.0
6.07,26.0
5.75,1.0
6.08,1.0
6.37,3.0
6.33,1.0
5.79,4.0
6.82,95.0
5.12,2.0
6.93,49.0
6.3807386399847035,13.0
7.53,2.0
6.31,12.0
8.01,6.0
6.42,2.0
6.92,2.0
6.34,1.0
5.63,26.0
6.33,1.0
5.95,52.0
6.46,5.0
5.57,1.0
6.97,26.0
6.88,1.0
6.35,1.0
5.73,1.0
6.55,52.0
6.15,26.0
6.84,30.0
7.41,39.0
6.48,26.0
6.27,26.0
7.07,1.0
5.31,37.0
6.92,2.0
5.46,2.0
7.47,35.0
5.91,1.0
6.02,1.0
7.0,2.0
7.06,1.0
7.15,1.0
7.11,1.0
7.02,1.0
7.05,1.0
7.33,13.0
8.19,26.0
6.66,1.0
7.9,13.0
7.11,13.0
7.13,12.0
7.13,13.0
6.3,2.0
6.27,1.0
5.89,13.0
6.18,38.0
6.3807386399847035,13.0
7.19,2.0
7.16,1.0
6.73,5.0
5.79,2.0
6.3807386399847035,50.0
4.74,1.0
5.84,3.0
7.2,12.0
5.94,1.0
5.7,9.0
5.61,8.0
6.55,3.0
6.9,1.0
5.4,4.0
7.34,3.0
7.08,1.0
7.07,13.0
6.71,39.0
7.29,137.0
6.37,1.0
6.23,1.0
6.23,1.0
6.05,1.0
6.21,1.0
6.38,1.0
6.31,1.0
6.32,1.0
6.98,46.0
6.79,94.0
6.63,2.0
1.85,1.0
6.51,15.0
5.91,23.0
7.26,6.0
5.74,35.0
6.48,60.0
8.48,13.0
7.11,10.0
7.0,12.0
5.99,6.0
5.93,4.0
6.42,3.0
6.1,4.0
7.15,40.0
4.68,1.0
6.01,2.0
6.17,3.0
5.17,1.0
6.97,74.0
6.78,52.0
6.37,37.0
7.42,77.0
6.9,4.0
5.21,1.0
7.19,24.0
6.24,1.0
6.25,3.0
6.67,48.0
6.66,1.0
7.22,26.0
5.54,1.0
5.86,5.0
7.02,35.0
5.52,2.0
7.2,42.0
5.83,1.0
7.26,6.0
7.16,30.0
6.84,24.0
6.04,4.0
7.35,1.0
7.0,2.0
6.65,39.0
6.85,109.0
7.33,12.0
6.88,13.0
6.08,26.0
5.7,1.0
7.09,26.0
6.52,26.0
6.68,1.0
7.52,20.0
5.92,2.0
8.12,24.0
6.3807386399847035,6.0
6.6,2.0
5.32,2.0
5.76,5.0
5.78,3.0
5.46,2.0
6.44,10.0
5.73,2.0
5.37,1.0
5.5,3.0
6.08,3.0
6.84,72.0
6.49,3.0
5.69,3.0
6.19,95.0
7.44,1.0
5.44,2.0
6.51,1.0
5.37,3.0
5.77,2.0
6.26,64.0
6.31,3.0
5.39,1.0
6.3,2.0
5.91,9.0
6.89,24.0
6.51,9.0
5.64,2.0
6.3807386399847035,78.0
6.31,4.0
6.99,50.0
6.88,2.0
7.46,12.0
7.12,1.0
5.88,2.0
6.89,52.0
6.7,25.0
6.07,4.0
5.37,1.0
5.29,1.0
5.35,2.0
7.02,51.0
6.57,32.0
6.09,130.0
6.4,26.0
6.74,127.0
7.17,99.0
6.69,49.0
5.64,2.0
6.02,2.0
6.38,50.0
6.96,1.0
6.88,1.0
6.3,4.0
7.45,4.0
6.3807386399847035,26.0
5.86,3.0
5.46,3.0
6.99,26.0
6.78,1.0
6.88,13.0
5.6,65.0
7.24,26.0
5.9,4.0
7.04,1.0
4.61,1.0
6.55,12.0
6.49,1.0
7.56,1.0
7.2,12.0
7.29,7.0
7.26,6.0
7.51,24.0
6.09,1.0
5.38,1.0
6.15,1.0
6.15,1.0
6.67,2.0
6.81,4.0
5.43,1.0
6.39,1.0
6.03,2.0
6.92,1.0
6.7,1.0
7.15,26.0
7.06,47.0
6.37,1.0
4.63,1.0
6.93,21.0
4.86,1.0
5.05,1.0
5.82,1.0
5.53,5.0
6.3807386399847035,26.0
6.74,13.0
6.38,12.0
6.91,48.0
5.94,1.0
6.18,1.0
7.14,7.0
5.96,1.0
5.13,1.0
6.13,1.0
4.88,2.0
6.06,12.0
7.57,6.0
4.87,5.0
5.13,9.0
6.18,1.0
6.37,13.0
6.33,1.0
5.94,1.0
5.52,2.0
5.36,2.0
5.41,2.0
5.09,2.0
5.42,1.0
5.9,1.0
4.54,2.0
5.49,2.0
6.14,13.0
5.11,2.0
6.63,2.0
6.13,3.0
5.37,2.0
4.44,1.0
4.72,1.0
4.84,1.0
5.77,3.0
7.78,373.0
6.68,1.0
6.69,1.0
7.33,26.0
6.98,61.0
5.52,2.0
4.95,2.0
5.49,1.0
5.84,2.0
5.5,4.0
7.35,12.0
5.78,1.0
6.89,52.0
4.83,1.0
5.16,1.0
4.87,1.0
5.4,1.0
5.13,1.0
5.12,1.0
7.21,30.0
5.55,4.0
6.42,1.0
6.26,34.0
7.89,25.0
5.32,40.0
6.87,2.0
6.3807386399847035,1.0
6.35,49.0
7.26,26.0
6.02,3.0
6.77,51.0
5.57,2.0
5.2,2.0
6.08,1.0
5.43,1.0
4.63,1.0
5.42,3.0
5.42,3.0
7.84,51.0
7.18,3.0
7.15,26.0
5.8,3.0
5.27,1.0
5.36,1.0
5.76,2.0
5.98,3.0
6.51,1.0
7.71,1.0
7.82,13.0
4.86,2.0
6.33,52.0
7.44,12.0
7.05,13.0
6.8,13.0
7.0,12.0
6.73,4.0
6.72,39.0
6.75,14.0
6.44,4.0
7.15,26.0
5.56,1.0
7.38,4.0
7.18,13.0
5.68,2.0
5.72,25.0
6.89,39.0
5.32,1.0
5.02,1.0
6.67,2.0
6.24,52.0
7.04,52.0
5.16,1.0
5.26,1.0
6.5,3.0
5.97,4.0
5.07,1.0
5.31,3.0
5.48,1.0
6.55,1.0
5.21,2.0
5.31,1.0
7.41,5.0
6.9,24.0
6.92,12.0
7.26,26.0
6.94,24.0
6.31,1.0
6.55,25.0
5.18,1.0
8.05,28.0
6.95,12.0
6.61,26.0
5.69,1.0
7.09,25.0
6.1,1.0
7.36,50.0
7.55,22.0
7.41,1.0
5.64,1.0
6.32,47.0
6.59,3.0
6.17,2.0
5.65,2.0
5.8,300.0
5.56,1.0
5.6,1.0
6.64,2.0
6.77,31.0
6.78,21.0
6.95,29.0
7.2,48.0
4.54,1.0
8.14,12.0
8.11,12.0
6.0,52.0
5.28,3.0
5.86,2.0
6.56,4.0
6.86,11.0
5.68,2.0
7.33,12.0
7.61,26.0
6.31,1.0
6.14,26.0
5.81,26.0
5.62,1.0
7.11,1.0
5.79,2.0
5.52,1.0
7.42,25.0
6.84,3.0
6.86,6.0
6.16,30.0
6.87,13.0
7.03,13.0
5.11,1.0
7.42,1.0
7.03,1.0
6.26,2.0
7.75,13.0
6.7,1.0
6.76,1.0
7.1,50.0
5.95,1.0
6.12,1.0
5.93,1.0
5.8,1.0
6.64,1.0
6.74,26.0
5.9,1.0
5.61,1.0
5.55,3.0
7.13,39.0
6.16,13.0
6.08,13.0
6.94,5.0
5.34,26.0
6.4,50.0
5.63,2.0
7.78,1.0
8.02,1.0
8.31,1.0
7.64,1.0
8.61,1.0
5.89,1.0
7.27,1.0
5.22,2.0
5.82,3.0
5.0,1.0
6.4,44.0
3.69,1.0
6.09,2.0
6.03,2.0
7.1,69.0
6.69,20.0
6.05,36.0
6.67,52.0
6.34,26.0
6.77,35.0
6.19,26.0
5.75,1.0
4.28,1.0
5.23,1.0
5.94,1.0
6.41,26.0
5.62,1.0
5.52,1.0
6.16,26.0
6.39,26.0
5.13,1.0
6.49,163.0
5.18,1.0
6.88,28.0
6.3807386399847035,1.0
6.75,1.0
4.66,1.0
5.96,2.0
6.33,26.0
6.47,26.0
6.72,52.0
7.03,45.0
6.5,61.0
6.41,44.0
6.12,12.0
7.67,104.0
6.26,1.0
5.42,1.0
6.09,26.0
6.35,39.0
6.22,26.0
6.53,1.0
7.45,1.0
5.72,3.0
6.38,1.0
6.6,4.0
6.89,91.0
7.27,26.0
7.24,5.0
5.68,8.0
6.21,4.0
6.26,1.0
6.82,1.0
6.28,100.0
6.14,26.0
6.19,29.0
6.41,52.0
6.54,88.0
6.03,26.0
6.32,26.0
6.7,49.0
5.53,13.0
5.9,24.0
6.22,45.0
5.25,1.0
4.85,4.0
6.03,1.0
5.92,26.0
5.59,1.0
7.23,1.0
6.54,2.0
5.86,1.0
4.73,1.0
5.1,1.0
6.07,3.0
6.09,1.0
6.61,52.0
8.09,3.0
5.34,2.0
6.26,1.0
5.84,1.0
7.89,52.0
5.39,4.0
6.45,75.0
4.66,1.0
5.85,2.0
5.22,2.0
6.16,4.0
6.29,1.0
6.43,61.0
6.16,2.0
6.32,2.0
7.31,3.0
6.76,2.0
5.51,2.0
5.58,3.0
5.44,2.0
6.41,10.0
8.08,25.0
5.57,1.0
4.45,1.0
7.65,1.0
6.13,39.0
6.81,26.0
6.0,26.0
6.3807386399847035,77.0
7.04,4.0
6.55,2.0
6.71,2.0
5.25,2.0
6.62,2.0
5.85,2.0
7.01,1.0
6.82,64.0
6.59,3.0
4.97,1.0
5.57,2.0
6.33,2.0
5.36,3.0
6.69,1.0
7.18,3.0
7.28,13.0
4.5,1.0
6.09,13.0
6.45,1.0
6.58,1.0
7.35,1.0
5.59,3.0
6.1,18.0
6.94,2.0
7.44,154.0
6.3807386399847035,24.0
7.42,13.0
6.2,102.0
5.61,2.0
6.14,6.0
5.23,2.0
5.2,2.0
5.57,3.0
5.37,4.0
6.18,1.0
5.65,1.0
6.68,6.0
6.73,6.0
6.38,2.0
6.12,4.0
6.46,4.0
5.93,2.0
6.3,4.0
6.28,2.0
5.72,2.0
6.72,2.0
5.9,2.0
5.77,1.0
6.36,50.0
6.04,3.0
7.29,2.0
5.11,1.0
7.01,12.0
6.55,16.0
6.2,13.0
5.88,26.0
6.88,1.0
6.45,4.0
7.25,13.0
6.59,1.0
6.18,1.0
5.13,2.0
7.41,1.0
7.29,51.0
7.52,50.0
5.31,1.0
6.15,26.0
6.22,26.0
7.07,52.0
6.72,51.0
6.65,39.0
7.96,7.0
6.64,26.0
7.01,12.0
6.24,2.0
5.45,1.0
7.93,1.0
7.39,24.0
7.27,23.0
7.34,72.0
7.04,12.0
6.8,26.0
7.11,50.0
7.12,52.0
6.58,46.0
6.16,1.0
6.95,2.0
6.77,39.0
6.44,1.0
6.69,1.0
6.86,1.0
7.74,39.0
8.31,13.0
6.95,1.0
6.54,26.0
5.87,5.0
5.75,3.0
6.95,51.0
7.84,22.0
6.88,52.0
5.81,1.0
6.94,6.0
6.21,1.0
5.53,1.0
