Score,Episodes
7.47,1.0
7.72,1.0
5.69,12.0
7.14,36.0
3.06,12.0
7.01,10.0
8.24,13.0
7.07,18.0
4.31,1.0
4.63,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.73,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.61,1.0
6.3807386399847035,52.0
4.51,1.0
6.3807386399847035,12.0
6.87,3.0
7.45,12.0
6.71,52.0
5.99,12.0
6.3807386399847035,1.0
5.1,1.0
5.68,51.0
6.3807386399847035,7.0
6.71,12.0
7.16,23.0
8.88,14.0
7.21,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.82,13.0
7.52,13.0
6.69,1.0
7.64,1.0
6.45,6.0
6.55,1.0
5.3,1.0
6.36,1.0
5.53,13.0
8.8,13.0
6.01,1.0
8.16,1.0
8.37,1.0
7.44,1.0
6.79,12.0
8.24,24.0
8.74,24.0
6.44,13.0
6.74,12.0
5.07,1.0
5.09,1.0
6.3807386399847035,1.0
5.91,1.0
6.34,1.0
5.51,1.0
5.71,1.0
5.43,1.0
5.11,2.0
6.3807386399847035,1.0
5.71,1.0
5.5,1.0
6.3807386399847035,1.0
5.7,1.0
5.96,1.0
6.02,1.0
5.31,1.0
5.39,1.0
5.17,1.0
5.49,1.0
4.86,1.0
5.93,1.0
4.92,1.0
4.75,1.0
6.11,1.0
5.39,3.0
5.68,1.0
6.3807386399847035,20.0
6.01,10.0
6.3807386399847035,26.0
6.3807386399847035,12.0
6.42,12.0
5.63,3.0
6.44,20.0
6.38,16.0
6.3807386399847035,1.0
6.98,12.0
4.89,12.0
5.83,13.0
6.11,3.0
7.16,12.0
7.09,12.0
5.7,12.0
6.15,2.0
6.38,1.0
6.66,12.0
5.42,1.0
6.63,8.0
6.1,1.0
6.3807386399847035,1.0
5.53,1.0
6.96,1.0
7.33,2.0
7.38,13.0
6.42,12.0
6.55,12.0
5.81,1.0
5.35,12.0
5.73,1.0
6.3807386399847035,1.0
5.7,1.0
5.6,1.0
5.63,1.0
5.96,1.0
6.49,1.0
5.62,1.0
5.49,1.0
6.71,8.0
7.48,12.0
6.3807386399847035,1.0
7.28,12.0
5.97,24.0
6.3807386399847035,24.0
7.52,1.0
5.84,1.0
6.84,3.0
4.71,1.0
6.3807386399847035,42.0
5.28,3.0
6.3807386399847035,4.0
6.16,12.0
6.3807386399847035,1.0
5.95,33.0
6.4,11.0
6.3807386399847035,24.0
6.51,3.0
6.3807386399847035,39.0
5.74,12.0
6.18,12.0
5.88,1.0
6.3807386399847035,1.0
5.98,12.0
5.67,1.0
6.3807386399847035,5.0
5.07,3.0
5.03,7.0
6.3807386399847035,7.0
5.09,3.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.42,4.0
6.26,1.0
7.92,13.0
6.75,1.0
5.82,1.0
7.5,1.0
5.19,1.0
6.27,1.0
6.3807386399847035,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.61,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.98,1.0
6.3807386399847035,1.0
6.3807386399847035,13.0
6.58,2.0
6.17,3.0
7.64,1.0
6.04,8.0
6.7,1.0
6.45,1.0
6.3807386399847035,40.0
7.23,12.0
5.52,1.0
6.93,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.88,12.0
4.78,1.0
4.83,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.39,1.0
6.3807386399847035,1.0
5.33,1.0
5.7,2.0
6.2,20.0
6.34,47.0
6.27,25.0
4.99,1.0
5.46,12.0
4.84,12.0
6.3807386399847035,26.0
6.3807386399847035,6.0
6.3807386399847035,1.0
6.3807386399847035,52.0
5.54,1.0
6.77,1.0
6.3807386399847035,1.0
6.52,1.0
7.82,1.0
5.4,12.0
6.87,2.0
7.68,1.0
5.99,1.0
6.01,1.0
6.22,1.0
6.54,6.0
8.51,12.0
6.3807386399847035,26.0
6.81,13.0
6.07,1.0
7.9,13.0
5.87,26.0
6.26,5.0
6.0,1.0
5.28,1.0
6.3807386399847035,26.0
6.43,12.0
6.3807386399847035,1.0
5.33,1.0
7.67,1.0
6.1,13.0
7.52,1.0
6.97,1.0
7.15,1.0
6.3807386399847035,1.0
5.43,2.0
8.12,237.0
4.6,12.0
5.24,1.0
7.06,1.0
6.3807386399847035,1.0
6.65,1.0
6.55,1.0
5.92,3.0
4.64,2.0
5.28,1.0
6.3807386399847035,6.0
6.3807386399847035,4.0
4.96,2.0
4.76,2.0
5.09,1.0
5.71,1.0
6.83,4.0
6.75,4.0
6.87,4.0
7.19,1.0
6.93,1.0
5.73,1.0
6.31,3.0
5.19,1.0
7.59,13.0
8.02,13.0
7.75,26.0
6.3807386399847035,1.0
6.3807386399847035,6.0
5.45,4.0
6.3807386399847035,1.0
5.83,1.0
7.23,1.0
6.84,1.0
6.48,20.0
6.03,13.0
7.43,12.0
6.3807386399847035,5.0
6.3807386399847035,1.0
6.17,13.0
6.52,12.0
6.39,12.0
5.87,12.0
6.22,1.0
7.17,1.0
6.3807386399847035,20.0
6.3807386399847035,1.0
5.43,1.0
5.38,1.0
6.74,1.0
6.85,6.0
5.09,1.0
7.13,3.0
6.57,12.0
6.89,2.0
6.03,1.0
6.12,1.0
7.73,24.0
6.87,12.0
6.3807386399847035,12.0
6.21,21.0
6.3807386399847035,1.0
5.47,1.0
6.3807386399847035,1.0
7.92,12.0
5.72,1.0
5.62,1.0
7.82,3.0
7.21,40.0
6.3,20.0
6.03,4.0
6.25,12.0
6.3807386399847035,26.0
6.3807386399847035,13.0
6.3807386399847035,26.0
6.3807386399847035,13.0
6.3807386399847035,26.0
5.19,1.0
5.3,9.0
6.3807386399847035,3.0
6.3807386399847035,49.0
5.47,12.0
7.42,1.0
6.49,1.0
7.67,12.0
7.57,13.0
7.74,1.0
5.96,1.0
8.14,15.0
6.78,30.0
6.73,12.0
8.39,23.0
6.14,1.0
6.54,3.0
6.59,55.0
6.55,1.0
6.69,1.0
7.59,12.0
6.0,2.0
7.42,12.0
7.51,12.0
6.3807386399847035,8.0
6.33,12.0
5.84,36.0
7.2,1.0
6.67,12.0
7.02,1.0
7.45,24.0
7.74,10.0
7.34,1.0
8.9,1.0
6.52,13.0
8.24,12.0
6.73,12.0
8.58,39.0
5.78,12.0
7.29,12.0
6.19,6.0
7.52,1.0
6.92,1.0
6.15,12.0
8.41,12.0
8.5,26.0
6.3807386399847035,12.0
7.59,2.0
8.22,12.0
6.58,12.0
7.34,12.0
6.69,12.0
6.3807386399847035,10.0
6.3807386399847035,13.0
6.67,12.0
6.3807386399847035,130.0
6.3807386399847035,1.0
5.5,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.87,1.0
6.3807386399847035,10.0
4.59,1.0
6.3807386399847035,17.0
5.71,30.0
6.8,4.0
6.15,1.0
6.63,63.0
5.54,3.0
5.59,1.0
7.56,1.0
5.25,2.0
5.63,1.0
6.88,2.0
6.08,1.0
6.22,2.0
6.94,1.0
7.08,4.0
6.59,2.0
6.14,2.0
6.63,4.0
6.5,2.0
6.64,2.0
8.45,1.0
4.74,1.0
5.16,1.0
5.22,1.0
4.62,1.0
6.32,1.0
5.35,1.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.93,3.0
6.16,1.0
7.0,1.0
5.46,1.0
6.3807386399847035,1.0
5.45,41.0
4.56,1.0
6.3807386399847035,1.0
5.78,1.0
6.92,12.0
5.56,1.0
4.74,1.0
5.79,11.0
6.3,1.0
6.3807386399847035,40.0
5.65,26.0
5.61,26.0
5.43,26.0
6.3807386399847035,1.0
5.5,26.0
6.3807386399847035,26.0
6.2,1.0
7.92,13.0
8.06,1.0
6.01,13.0
7.94,21.0
6.85,1.0
7.58,1.0
6.3807386399847035,6.0
8.17,1.0
6.69,24.0
6.3807386399847035,1.0
6.11,12.0
6.3807386399847035,52.0
6.3807386399847035,26.0
6.3807386399847035,84.0
6.36,1.0
5.65,1.0
7.22,24.0
6.3807386399847035,20.0
7.66,12.0
6.21,2.0
6.08,1.0
6.22,4.0
6.09,13.0
5.95,16.0
6.3807386399847035,1.0
6.3807386399847035,4.0
6.3807386399847035,20.0
6.3807386399847035,20.0
6.3807386399847035,40.0
6.3807386399847035,80.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.51,1.0
6.3807386399847035,124.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,52.0
6.3807386399847035,1.0
6.3807386399847035,104.0
6.3807386399847035,26.0
6.17,2.0
5.66,1.0
7.73,12.0
6.3807386399847035,26.0
6.3,2.0
6.06,12.0
5.49,1.0
6.04,10.0
5.96,12.0
4.95,1.0
6.89,24.0
5.53,11.0
5.9,6.0
6.3807386399847035,30.0
6.3807386399847035,12.0
6.3807386399847035,12.0
6.3807386399847035,1.0
6.01,25.0
5.05,6.0
6.31,27.0
6.29,1.0
5.07,1.0
7.28,13.0
4.89,1.0
6.51,12.0
6.3807386399847035,1.0
6.3807386399847035,2.0
5.05,10.0
7.07,1.0
5.5,12.0
7.87,1.0
6.24,12.0
6.3807386399847035,17.0
6.11,3.0
5.56,12.0
7.22,12.0
6.3807386399847035,30.0
6.99,12.0
5.97,12.0
8.22,1.0
6.87,49.0
6.3807386399847035,26.0
8.2,1.0
7.34,72.0
5.65,12.0
7.03,1.0
6.38,4.0
6.8,13.0
5.64,2.0
6.41,26.0
6.62,4.0
5.99,1.0
6.3,13.0
5.54,1.0
6.3807386399847035,30.0
6.7,12.0
6.3807386399847035,1.0
5.36,11.0
5.86,1.0
6.3807386399847035,1.0
5.63,1.0
5.65,2.0
7.09,1.0
5.81,12.0
6.55,12.0
6.3807386399847035,4.0
6.84,12.0
6.65,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.34,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.54,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.28,12.0
8.6,1.0
7.18,2.0
5.76,12.0
7.75,1.0
7.93,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.79,1.0
5.36,1.0
5.78,4.0
6.3807386399847035,20.0
7.94,3.0
6.3807386399847035,6.0
4.58,1.0
5.19,1.0
7.4,2.0
7.32,1.0
5.92,4.0
6.3807386399847035,1.0
6.3807386399847035,237.0
6.3807386399847035,50.0
5.19,1.0
5.7,2.0
6.06,1.0
7.56,1.0
4.76,1.0
4.64,2.0
5.67,40.0
5.93,40.0
7.16,1.0
6.3807386399847035,1.0
5.91,1.0
5.45,1.0
6.3807386399847035,1.0
5.98,3.0
6.76,11.0
6.34,1.0
5.6,1.0
5.6,12.0
6.51,12.0
6.3807386399847035,5.0
7.73,1.0
6.3807386399847035,20.0
4.94,1.0
7.91,25.0
7.89,10.0
7.51,4.0
6.25,12.0
5.94,20.0
7.6,1.0
5.82,13.0
6.56,1.0
6.3807386399847035,7.0
7.97,3.0
5.41,1.0
6.29,3.0
6.3807386399847035,12.0
6.55,1.0
6.9,2.0
5.46,2.0
7.47,40.0
7.69,12.0
5.82,12.0
6.04,1.0
5.59,1.0
5.61,13.0
5.1,11.0
8.41,8.0
6.84,1.0
6.15,1.0
5.93,1.0
6.35,1.0
7.05,42.0
5.1,1.0
7.26,6.0
5.26,1.0
7.39,12.0
5.61,1.0
8.53,13.0
8.46,1.0
7.32,12.0
5.18,1.0
6.3807386399847035,1.0
7.21,12.0
8.17,25.0
7.32,12.0
6.3807386399847035,1.0
5.45,1.0
5.99,1.0
5.68,1.0
5.68,1.0
6.82,1.0
6.54,16.0
7.4,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.06,1.0
6.3807386399847035,3.0
4.67,1.0
5.36,1.0
4.95,1.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.86,1.0
5.03,1.0
5.14,2.0
4.58,1.0
6.3807386399847035,1.0
4.97,1.0
5.3,2.0
5.86,2.0
6.39,1.0
5.28,1.0
9.05,10.0
5.76,52.0
6.3807386399847035,52.0
6.74,1.0
7.36,12.0
6.18,12.0
7.26,1.0
7.31,12.0
5.68,40.0
5.96,26.0
6.82,8.0
6.3807386399847035,42.0
6.3807386399847035,26.0
5.73,1.0
6.69,1.0
6.03,12.0
4.71,2.0
6.29,24.0
5.55,1.0
6.3807386399847035,2.0
5.57,1.0
7.47,12.0
6.28,12.0
6.3807386399847035,9.0
6.11,1.0
6.3807386399847035,12.0
6.3807386399847035,20.0
5.92,1.0
6.3807386399847035,13.0
6.3807386399847035,13.0
6.3807386399847035,13.0
6.3807386399847035,15.0
5.93,12.0
5.55,12.0
7.53,49.0
6.3807386399847035,20.0
5.31,4.0
7.61,1.0
6.22,1.0
6.38,1.0
6.3807386399847035,10.0
6.3807386399847035,6.0
6.41,12.0
6.3807386399847035,13.0
6.3807386399847035,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.04,1.0
6.3807386399847035,1.0
7.71,12.0
6.68,4.0
5.91,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,4.0
5.55,6.0
6.29,15.0
6.8,1.0
6.3807386399847035,26.0
5.01,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.26,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.59,1.0
7.21,1.0
7.23,11.0
6.41,1.0
7.49,12.0
6.46,12.0
6.57,1.0
5.71,1.0
8.06,12.0
6.64,13.0
6.29,12.0
7.71,24.0
6.4,1.0
6.12,10.0
5.58,1.0
5.89,2.0
6.11,12.0
5.75,1.0
8.22,25.0
6.41,1.0
6.3807386399847035,2.0
5.33,1.0
5.87,13.0
5.63,16.0
5.93,12.0
8.29,24.0
6.64,3.0
7.36,2.0
5.09,1.0
4.34,1.0
5.21,1.0
5.56,1.0
6.3807386399847035,20.0
6.53,12.0
7.23,1.0
7.5,3.0
6.3807386399847035,8.0
4.48,1.0
6.72,1.0
5.6,10.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.01,26.0
6.79,1.0
5.83,1.0
4.56,1.0
4.79,1.0
6.3807386399847035,1.0
8.26,52.0
7.23,2.0
7.22,1.0
6.56,12.0
6.3807386399847035,1.0
6.12,1.0
7.42,1.0
7.15,26.0
6.8,12.0
6.3807386399847035,1.0
5.75,1.0
3.99,1.0
6.25,13.0
6.3807386399847035,1.0
7.34,12.0
4.19,1.0
5.12,1.0
4.81,1.0
7.33,12.0
6.05,1.0
4.87,1.0
4.3,1.0
4.64,1.0
4.73,1.0
4.55,1.0
6.44,13.0
6.38,1.0
5.73,6.0
7.85,1.0
4.7,2.0
4.72,1.0
4.38,2.0
6.3807386399847035,6.0
6.17,4.0
7.67,3.0
6.72,12.0
6.58,1.0
5.93,1.0
5.55,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.38,12.0
6.34,1.0
5.67,1.0
7.54,12.0
7.49,5.0
5.09,1.0
5.02,1.0
5.34,1.0
5.97,8.0
6.41,2.0
6.6,12.0
5.25,2.0
5.64,12.0
7.48,51.0
5.21,13.0
6.25,1.0
5.26,1.0
5.58,1.0
6.5,1.0
4.9,1.0
5.52,1.0
5.36,1.0
5.31,12.0
7.24,1.0
7.5,1.0
5.47,1.0
5.32,1.0
6.3807386399847035,4.0
6.3807386399847035,2.0
7.38,1.0
8.29,1.0
6.3807386399847035,5.0
6.3807386399847035,21.0
6.26,12.0
5.89,2.0
6.3,12.0
6.4,20.0
5.37,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.5,1.0
7.78,1.0
5.29,12.0
6.8,1.0
2.9,12.0
6.42,1.0
5.35,1.0
6.3807386399847035,1.0
6.3807386399847035,25.0
5.69,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
4.92,1.0
5.61,2.0
6.34,2.0
7.33,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,50.0
6.15,1.0
8.36,13.0
5.13,1.0
5.87,1.0
5.51,1.0
8.42,13.0
7.15,1.0
4.48,1.0
7.13,3.0
5.37,1.0
6.54,1.0
5.22,1.0
5.13,4.0
5.42,1.0
5.08,20.0
5.34,1.0
5.53,1.0
5.77,1.0
6.19,13.0
6.3807386399847035,1.0
5.3,1.0
6.3807386399847035,1.0
4.39,1.0
6.73,3.0
7.62,16.0
6.8,26.0
6.3807386399847035,20.0
6.52,12.0
7.23,1.0
5.6,1.0
6.4,24.0
6.73,12.0
6.3807386399847035,4.0
6.3807386399847035,5.0
6.02,1.0
5.61,2.0
5.65,1.0
6.45,12.0
7.1,1.0
6.28,1.0
6.66,3.0
6.71,12.0
5.66,2.0
4.84,1.0
5.92,1.0
7.64,1.0
7.38,13.0
5.44,1.0
4.67,1.0
7.11,1.0
5.91,1.0
5.9,1.0
5.52,1.0
5.54,1.0
6.85,1.0
7.13,3.0
5.81,1.0
6.47,4.0
5.27,1.0
5.29,1.0
3.03,1.0
5.44,1.0
6.53,1.0
6.35,1.0
5.79,1.0
7.76,10.0
7.36,12.0
8.06,12.0
6.0,2.0
6.82,2.0
5.54,1.0
5.37,2.0
7.28,1.0
5.09,1.0
5.26,1.0
6.3807386399847035,1.0
6.3807386399847035,50.0
6.3807386399847035,26.0
6.06,1.0
6.3807386399847035,26.0
6.3807386399847035,13.0
7.73,1.0
6.91,12.0
5.63,1.0
5.75,1.0
6.05,7.0
6.3807386399847035,23.0
7.32,12.0
7.26,12.0
5.13,1.0
6.3807386399847035,3.0
6.3807386399847035,10.0
6.61,12.0
6.3807386399847035,50.0
6.3807386399847035,5.0
6.3807386399847035,3.0
6.3807386399847035,13.0
5.05,1.0
6.3807386399847035,1.0
6.3807386399847035,5.0
4.62,1.0
5.43,51.0
6.3807386399847035,51.0
6.98,2.0
6.03,2.0
6.3807386399847035,27.0
6.3807386399847035,13.0
7.46,11.0
5.53,1.0
6.03,1.0
7.34,2.0
5.79,12.0
7.47,1.0
6.16,1.0
5.9,1.0
6.89,2.0
7.65,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.17,26.0
6.87,30.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.15,1.0
5.54,1.0
6.3807386399847035,1.0
5.29,1.0
5.74,1.0
6.3807386399847035,2.0
6.3807386399847035,22.0
7.16,1.0
6.44,2.0
5.19,1.0
4.54,1.0
5.64,1.0
5.5,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.87,1.0
5.97,7.0
6.3807386399847035,1.0
8.32,1.0
7.37,1.0
7.51,1.0
6.34,4.0
6.49,1.0
6.3807386399847035,1.0
6.3807386399847035,26.0
6.3807386399847035,11.0
6.3807386399847035,96.0
6.3807386399847035,90.0
6.3807386399847035,64.0
6.3807386399847035,97.0
6.3807386399847035,83.0
6.3807386399847035,42.0
6.3807386399847035,84.0
6.3807386399847035,108.0
6.3807386399847035,30.0
6.3807386399847035,108.0
6.3807386399847035,1.0
6.3807386399847035,79.0
6.3807386399847035,52.0
6.3807386399847035,52.0
6.3807386399847035,56.0
6.3807386399847035,48.0
6.3807386399847035,80.0
6.3807386399847035,52.0
6.32,40.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,4.0
7.22,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,6.0
7.12,1.0
7.9,1.0
7.43,1.0
8.17,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.44,1.0
5.74,1.0
5.34,1.0
5.78,1.0
6.17,1.0
7.41,1.0
7.49,3.0
5.48,1.0
5.01,1.0
5.65,1.0
5.62,1.0
5.99,48.0
7.13,12.0
6.23,1.0
5.75,1.0
6.76,13.0
6.3807386399847035,54.0
6.3807386399847035,12.0
6.72,60.0
6.3807386399847035,12.0
6.41,12.0
7.84,12.0
7.75,23.0
6.3807386399847035,4.0
8.08,12.0
6.4,12.0
5.71,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.76,1.0
6.6,1.0
6.3807386399847035,3.0
6.3807386399847035,1.0
5.29,1.0
5.51,1.0
5.17,1.0
5.41,1.0
5.17,1.0
5.17,1.0
5.1,1.0
5.67,1.0
5.57,1.0
5.89,1.0
5.54,1.0
5.58,1.0
6.06,12.0
6.27,1.0
5.42,1.0
6.3807386399847035,1.0
6.1,1.0
6.25,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,16.0
6.22,12.0
6.43,1.0
6.79,1.0
5.71,1.0
6.65,2.0
6.31,14.0
6.3807386399847035,1.0
8.3,12.0
6.12,2.0
6.82,1.0
5.35,2.0
5.74,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.08,1.0
5.97,2.0
5.12,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.94,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.29,1.0
6.79,1.0
5.76,1.0
6.36,36.0
5.53,1.0
5.46,1.0
6.18,52.0
5.52,1.0
5.07,1.0
5.0,1.0
5.16,1.0
5.88,1.0
7.05,13.0
5.31,1.0
5.3,1.0
6.24,1.0
5.41,1.0
5.56,1.0
6.16,13.0
6.57,2.0
5.4,1.0
5.2,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.44,1.0
6.15,1.0
6.3,1.0
5.82,11.0
5.48,1.0
5.58,1.0
5.83,1.0
5.93,1.0
7.1,12.0
5.43,3.0
6.5,12.0
6.3807386399847035,1.0
6.08,4.0
6.3807386399847035,1.0
5.15,1.0
6.36,2.0
6.18,1.0
6.28,1.0
5.7,1.0
6.59,8.0
6.22,7.0
6.3807386399847035,1.0
6.3807386399847035,2.0
6.3807386399847035,2.0
6.3807386399847035,1.0
5.16,1.0
5.38,1.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.58,21.0
6.3807386399847035,32.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.5,1.0
6.39,1.0
6.3807386399847035,1.0
6.35,4.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.89,2.0
6.3807386399847035,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
7.31,12.0
6.3807386399847035,1.0
6.78,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.88,12.0
7.81,2.0
5.56,1.0
5.47,1.0
5.51,1.0
5.73,1.0
5.59,2.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,40.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,2.0
5.3,1.0
6.1,7.0
6.67,13.0
6.7,12.0
6.34,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.71,1.0
6.3807386399847035,2.0
5.77,13.0
6.3807386399847035,1.0
6.3807386399847035,1.0
5.64,4.0
5.89,1.0
6.3807386399847035,78.0
6.3807386399847035,1.0
7.56,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.6,12.0
5.76,24.0
6.99,13.0
5.23,1.0
5.46,1.0
6.36,4.0
8.0,14.0
7.44,12.0
6.94,1.0
6.65,4.0
6.0,1.0
5.29,1.0
7.55,7.0
7.11,1.0
6.3807386399847035,1.0
6.75,1.0
5.8,1.0
9.04,1.0
7.29,1.0
6.3807386399847035,1.0
6.87,6.0
6.07,1.0
7.45,8.0
7.55,1.0
4.84,1.0
5.29,1.0
5.44,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.52,25.0
6.3807386399847035,1.0
7.22,1.0
5.72,1.0
5.89,1.0
5.62,1.0
7.12,5.0
5.75,7.0
6.36,12.0
5.67,2.0
4.72,12.0
6.3807386399847035,40.0
5.88,1.0
7.38,2.0
6.96,12.0
8.33,11.0
7.84,12.0
8.37,11.0
5.73,1.0
7.47,3.0
6.86,12.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.55,1.0
6.3807386399847035,4.0
8.36,12.0
5.48,1.0
8.39,12.0
7.54,13.0
6.3807386399847035,30.0
5.81,1.0
6.3807386399847035,4.0
5.76,1.0
7.98,1.0
5.62,1.0
6.07,12.0
6.04,1.0
7.48,1.0
7.97,9.0
6.19,13.0
7.15,12.0
7.82,12.0
7.27,1.0
6.05,24.0
6.1,12.0
6.72,12.0
5.8,1.0
7.59,1.0
7.35,8.0
8.34,13.0
6.27,26.0
6.16,12.0
6.55,12.0
6.92,2.0
8.12,13.0
7.58,12.0
6.66,5.0
6.86,1.0
6.71,1.0
6.78,12.0
7.15,1.0
6.3807386399847035,2.0
5.01,1.0
5.3,11.0
5.36,1.0
7.7,1.0
5.07,12.0
5.68,10.0
5.48,50.0
4.82,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,1.0
6.3807386399847035,26.0
5.37,3.0
6.3807386399847035,50.0
6.3807386399847035,26.0
7.14,3.0
6.9,1.0
6.25,26.0
5.99,1.0
4.76,2.0
7.64,1.0
6.98,1.0
5.85,26.0
6.24,7.0
5.56,1.0
5.29,3.0
6.3807386399847035,4.0
6.3807386399847035,26.0
5.84,12.0
6.54,3.0
7.18,6.0
7.18,12.0
6.3807386399847035,12.0
6.09,12.0
6.3807386399847035,40.0
6.25,4.0
7.64,13.0
6.3807386399847035,1.0
5.49,1.0
6.3807386399847035,26.0
6.3807386399847035,26.0
6.85,1.0
5.6,1.0
6.3807386399847035,32.0
5.34,1.0
5.16,3.0
4.8,1.0
6.42,12.0
6.11,1.0
6.46,24.0
5.71,1.0
5.98,1.0
7.39,6.0
5.29,1.0
5.53,1.0
5.09,4.0
6.26,6.0
6.88,12.0
6.3807386399847035,3.0
5.53,1.0
5.44,1.0
5.24,1.0
6.2,20.0
5.66,1.0
5.62,1.0
6.57,12.0
6.3807386399847035,1.0
6.38,4.0
7.42,12.0
